Track Name,Artist Name(s),Album Name,Popularity,Energy,Tempo
Love and Kisses,Dannii,The Singles,1,0.644,112.675
Bleeding Love,Leona Lewis,Spirit,67,0.647,104.058
Simply Irresistible,Robert Palmer,Heavy Nova (Bonus Tracks Version),56,0.933,142.615
You Give Love A Bad Name,Bon Jovi,Bon Jovi Greatest Hits,0,0.964,122.807
Should I Stay or Should I Go - Remastered,The Clash,Combat Rock (Remastered),83,0.836,113.375
Blue Moon,The Marcels,The Best Of The Marcels,54,0.432,127.69
Hello Hello I'm Back Again,Gary Glitter,The Ultimate Gary Glitter,30,0.887,152.832
Homecoming,"Kanye West, Chris Martin",Graduation,0,0.747,86.996
The Tide Is High - Radio Mix,Atomic Kitten,Atomic Kitten,65,0.693,102.996
Take Me Home (feat. Bebe Rexha),"Cash Cash, Bebe Rexha","Blood, Sweat & 3 Years",61,0.903,127.951
How Do You Talk To An Angel?,The Heights,The Heights,53,0.51,80.643
If You Want My Love,Cheap Trick,One On One,52,0.683,115.441
Ghostbusters,Ray Parker Jr.,Arista Heritage Series: Ray Parker,61,0.717,115.384
"Eh, Eh (Nothing Else I Can Say)",Lady Gaga,The Fame,53,0.876,187.785
She's My Winona,Fall Out Boy,Folie à Deux,45,0.963,136.061
Love Is All Around,Ricki-Lee,Brand New Day,21,0.913,115.91
Strings And Drums,Kisschasy,Hymns For The Non-Believer,29,0.979,142.033
Sorry,The Easybeats,Vol. 3,37,0.887,92.338
Shackles,Mary Mary,RnB Fridays,0,0.678,100.436
Nothing Compares 2 U,Sinéad O'Connor,I Do Not Want What I Haven't Got,4,0.574,119.917
Waterloo Sunset,The Kinks,Something Else (Deluxe),67,0.69,107.839
Treat You Better,Shawn Mendes,Illuminate,0,0.819,110.645
One Last Song,Sam Smith,The Thrill Of It All (Special Edition),62,0.53,103.326
Dancing In the Dark,Bruce Springsteen,Born In The U.S.A.,83,0.942,148.723
I Wanna Be Your Lover,Prince,Prince,61,0.507,114.832
Zorba's Dance - Radio Edit,LCD,Zorba's Dance,36,0.9,165.903
People Get Ready,Human Nature,Telling Everybody,24,0.276,90.157
"Take Me Home, Country Roads - Rerecorded",John Denver,"The John Denver Collection, Vol. 1: Take Me Home Country Roads",0,0.43,164.267
The Creeps (Fedde Le Grand Radio Mix),"Camille Jones, Fedde Le Grand",The Creeps,0,0.672,126.034
Bad (feat. Vassy) - Radio Edit,"David Guetta, Showtek, VASSY",Bad (feat. Vassy) [Radio Edit],68,0.972,127.966
Blah Blah Blah,"Kesha, 3OH!3",Animal,0,0.832,120.003
As Usual,Brenda Lee,By Request,26,0.195,85.457
Carolina in My Mind,James Taylor,Greatest Hits,68,0.267,74.899
Precious to Me,Phil Seymour,"Archive Series, Vol. 1",0,0.867,129.552
My Best Friend's Girl,The Cars,The Cars,68,0.608,121.915
Oh Julie - Remastered Single Version,Shakin' Stevens,Shakin' Stevens - The Collection,0,0.994,160.205
Friday On My Mind,Gary Moore,Wild Frontier,44,0.905,160.255
Cat People (Putting Out Fire) - 2018 Remaster,David Bowie,Let's Dance (2018 Remaster),51,0.867,128.295
Skyfall,Adele,Skyfall,82,0.552,75.881
Girls (All Around the World),Reece Mastin,Girls (All Around the World),28,0.894,103.984
You Give Me Something,Jamiroquai,A Funk Odyssey,67,0.69,119.63
Broken,Lifehouse,Who We Are,43,0.705,130.638
The Only High,The Veronicas,The Only High,30,0.517,83.902
Into the Blue,Kylie Minogue,Kiss Me Once,24,0.678,114.978
Country House,Blur,Blur: The Best Of,56,0.895,174.987
Far Away,Cut Copy,In Ghost Colours (Deluxe),0,0.971,126.019
Angie Baby,Helen Reddy,Free And Easy,45,0.412,79.957
The Wanderer,Dion,The Best Of Dion,61,0.48,114.436
Chain Reaction,John Farnham,Chain Reaction,43,0.874,200.027
The Safety Dance,Men Without Hats,Greatest,66,0.882,101.674
I Like Dreamin',Kenny Nolan,All-Time Greatest Performances,19,0.503,136.963
The Scientist,Coldplay,A Rush of Blood to the Head,88,0.442,146.277
The Ocean (feat. Shy Martin),"Mike Perry, shy martin",The Ocean (feat. Shy Martin),74,0.575,90.037
Hey Baby (Drop It to the Floor) (feat. T-Pain),"Pitbull, T-Pain",Planet Pit (Deluxe Version),80,0.912,128.024
Let Me Think About It - Ida Corr Vs Fedde Le Grand / Radio Edit,"Ida Corr, Fedde Le Grand",Output,0,0.731,129.087
Filter Freak,Denzal Park,Filter Freak (The Remixes),0,0.873,130.014
According To You,Orianthi,Believe (International Version),48,0.917,131.007
Kiss Me,Sixpence None The Richer,Return of the 90s,0,0.714,100.007
Belfast Child - Remastered 2002,Simple Minds,Street Fighting Years,60,0.51,162.086
"Forgiven, Not Forgotten",The Corrs,"Forgiven, Not Forgotten",45,0.542,90.517
Ass Like That,Eminem,Encore,0,0.796,83.093
Bam Bam (feat. Ed Sheeran),"Camila Cabello, Ed Sheeran",Bam Bam (feat. Ed Sheeran),82,0.697,94.996
Monster - Transformers Soundtrack Version,Paramore,Monster,63,0.969,164.999
Not In That Way,Sam Smith,In The Lonely Hour (Drowning Shadows Edition),0,0.15,144.268
Learn To Let Go,Kesha,Rainbow,53,0.847,168.105
Missing Piece,Vance Joy,Missing Piece,54,0.843,101.982
The Mess I Made,Parachute,Losing Sleep,0,0.572,165.394
Believer,Imagine Dragons,Evolve,0,0.787,125.067
Spoonman,Soundgarden,Telephantasm (Deluxe Edition),0,0.82,91.702
Don’t Call Me Angel (Charlie’s Angels) (with Miley Cyrus & Lana Del Rey),"Ariana Grande, Miley Cyrus, Lana Del Rey",Don’t Call Me Angel (Charlie’s Angels),0,0.721,102.914
Edge of the Night,Sheppard,Edge of the Night,20,0.756,114.024
Demons,Imagine Dragons,Night Visions (Deluxe),14,0.71,179.561
Lay It All on Me (feat. Ed Sheeran),"Rudimental, Ed Sheeran",We the Generation,60,0.747,122.531
Shower,Becky G,Shower,81,0.529,119.987
Baby Don't Forget My Number,Milli Vanilli,Girl You Know It's True - The Best Of Milli Vanilli,29,0.862,100.293
Diamonds,Rihanna,Unapologetic (Deluxe),81,0.71,91.972
Congratulations,"Post Malone, Quavo",Stoney (Deluxe),85,0.804,123.146
More Than We Know,Alicia Keys,HERE,31,0.847,83.995
Booty,"Jennifer Lopez, Iggy Azalea",Booty,0,0.951,128.969
Thrift Shop (feat. Wanz),"Macklemore & Ryan Lewis, Macklemore, Ryan Lewis, Wanz",The Heist,57,0.525,94.949
The Hills,The Weeknd,Beauty Behind The Madness,14,0.567,135.553
Let You Down,NF,Perception,0,0.716,148.015
Somebody to Love - Main Club Mix,Boogie Pimps,Somebody to Love (Salt Shaker Remix),45,0.604,130.502
Drums Of Fate,YellaCatt,Drums Of Fate,3,0.515,140.988
Pompeii,Bastille,Bad Blood,76,0.715,127.435
Peppermint Twist,Sweet,Sweet Fanny Adams,35,0.952,95.612
Feel Like Makin' Love,Roberta Flack,Feel Like Makin' Love,64,0.264,93.809
Peppermint Twist,Joey Dee & The Starliters,Peppermint Twist,0,0.734,198.531
Like Soda,Violent Soho,WACO,0,0.863,130.776
The Big Hurt,Toni Fisher,The Big Hurt!,19,0.524,127.444
Tip Of My Tongue,Diesel,Hepfidelity,57,0.67,97.93
Losing You,Brenda Lee,Classic Brenda Lee - The Universal Masters Collection,0,0.198,77.777
When You're Gone,Avril Lavigne,The Best Damn Thing,0,0.714,142.072
All The Stars (with SZA),"Kendrick Lamar, SZA",Black Panther The Album Music From And Inspired By,87,0.633,96.924
Another One Bites The Dust - Remastered 2011,Queen,The Game (2011 Remaster),85,0.528,109.967
Giant (with Rag'n'Bone Man),"Calvin Harris, Rag'n'Bone Man",Giant (with Rag'n'Bone Man),76,0.887,122.015
So You Win Again,Hot Chocolate,Every 1's a Winner,53,0.538,104.9
Tough,Lewis Capaldi,Tough,63,0.715,115.005
Bootie Call,All Saints,All Saints,39,0.516,93.008
"Get Outta My Dreams, Get into My Car",Billy Ocean,Tear Down These Walls,1,0.911,117.147
Go Crazy,"Chris Brown, Young Thug",Slime & B,53,0.572,94.063
Listening,Pseudo Echo,The Essential,18,0.731,131.077
Nobody To Love - Extended Mix,Sigma,Nobody To Love,49,0.954,175.027
Toothbrush,DNCE,DNCE,0,0.791,104.908
Love Is in the Air,John Paul Young,I Hate The Music,0,0.791,122.34
Mind Your Manners (feat. Icona Pop),"Chiddy Bang, Icona Pop",Breakfast,46,0.853,92.976
Little Diane,Dion,The Best Of Dion & The Belmonts,24,0.608,136.302
We Can Work It Out - Remastered 2009,The Beatles,The Beatles 1962 - 1966 (Remastered),57,0.608,106.299
Stop Crying Your Heart Out,Oasis,Heathen Chemistry,48,0.572,74.987
Fire We Make,"Alicia Keys, Maxwell",Girl On Fire,57,0.403,67.363
Rock'n Me,Steve Miller Band,Fly Like An Eagle,74,0.582,122.433
Have You Ever,Brandy,Never Say Never,64,0.533,134.001
My People,The Presets,Apocalypso (Deluxe),53,0.915,126.982
Suite: Judy Blue Eyes - 2005 Remaster,"Crosby\, Stills & Nash","Crosby, Stills & Nash",63,0.364,154.215
Edge of Seventeen - 2016 Remaster,Stevie Nicks,Bella Donna (2016 Remastered),74,0.804,111.457
Don't Give Up,"Shannon Noll, Natalie Bassingthwaighte",What Matters The Most,23,0.685,80.539
Just The Two Of Us,Will Smith,Big Willie Style,54,0.638,94.52
Mother,Meghan Trainor,Takin' It Back (Deluxe),76,0.661,120.052
Diane,The Bachelors,The Bachelors - The Decca Years,30,0.426,129.86
Hotline Bling,Drake,Views,0,0.62,134.96
Slow Dancing in a Burning Room,John Mayer,Continuum,0,0.361,134.15
Coalman,Ronnie Burns,This Is,10,0.908,135.305
Shut Up and Dance,WALK THE MOON,TALKING IS HARD (Expanded Edition),67,0.866,128.038
Last Train To Trancentral - Live From The Lost Continent,The KLF,Solid State Logik 1,50,0.991,121.545
I'm Gonna Be Strong,Gene Pitney,The Best Of Gene Pitney,0,0.332,92.135
Despacito - Remix,"Luis Fonsi, Daddy Yankee, Justin Bieber",Despacito Feat. Justin Bieber (Remix),75,0.816,178.085
Love the One You're With,"Crosby\, Stills & Nash",Replay,62,0.489,97.163
I Want You Back - Radio Edit,*NSYNC,'N Sync UK Version,66,0.939,112.041
BREAK MY SOUL,Beyoncé,BREAK MY SOUL,75,0.887,114.941
Hollywood,"LA Vision, Gigi D'Agostino",Hollywood,63,0.793,116
The Only Thing That Looks Good On Me Is You,Bryan Adams,The Best Of Me,0,0.93,118.894
Never Be Like You,"Flume, kai",Skin,0,0.558,116.838
Great Southern Land,ICEHOUSE,Primitive Man (Bonus Track Edition),0,0.826,120.145
With You,Jessica Simpson,In This Skin (Deluxe Edition),57,0.756,94.487
Travelin' Band,Creedence Clearwater Revival,Cosmo's Factory (Expanded Edition),58,0.92,166.186
There's Nothing Holdin' Me Back,Shawn Mendes,Illuminate (Deluxe),0,0.8,121.996
What's a Girl to Do?,Sister2sister,One,21,0.836,119.742
Beggin',Måneskin,Chosen,87,0.8,134.002
Killing Me Softly,C. J. Johnson,The Feel Sessions - Accoustic Set Vol. 1,0,0.291,118.135
Bleeding Love,Leona Lewis,Spirit,79,0.656,104.036
Only Love Can Hurt Like This,Paloma Faith,A Perfect Contradiction (Deluxe),0,0.883,91.026
The Weight (with Jimmy Barnes),"The Badloves, Jimmy Barnes",The Mushroom Tapes,38,0.389,73.901
Puppet On A String,Sandie Shaw,Puppet On A String - The Best Of Sandie Shaw,0,0.664,124.432
Ambling Alp,Yeasayer,Odd Blood,0,0.867,107.912
Paris,The Chainsmokers,Paris,72,0.644,99.999
San Franciscan Nights,Eric Burdon & the Animals,Good Times - A Collection,22,0.23,92.553
Always Be Here,Dane Rumble,The Experiment,5,0.852,129.993
I Owe You Nothing,"Bros, Ric Wake, Bob Cadway",Push (Deluxe Edition),44,0.862,124.045
Sober,Childish Gambino,Kauai EP,0,0.565,97.896
Pictures Of You,The Last Goodnight,Pictures Of You,55,0.816,207.673
dramatic,Cat & Calmell,dramatic,55,0.519,127.991
Real Wild Child (Wild One),Iggy Pop,A Million In Prizes: Iggy Pop Anthology (Edited Version),36,0.96,145.98
19,Paul Hardcastle,This Is... 1985,0,0.897,117.937
Kiss You,One Direction,Take Me Home (Expanded Edition),77,0.93,90.014
Lakini's Juice - New Album Version,Live,Best Of Live (ANZA Version),0,0.688,91.362
Run the World (Girls),Beyoncé,4,76,0.899,127.091
Venus,Bananarama,True Confessions (Collector's Edition),70,0.961,126.113
Mama Said,Metallica,Load,0,0.497,135.298
Fantasy,Mariah Carey,Daydream,80,0.727,102.322
Senses Working Overtime - Remastered 2001,XTC,English Settlement,53,0.665,129.899
Sugar,Maroon 5,V (Deluxe),62,0.788,120.076
Pills N Potions,Nicki Minaj,The Pinkprint,41,0.586,169.012
Skeleton Dance,Children Collide,The Long Now,31,0.918,82.344
Single,"New Kids On The Block, Ne-Yo",The Block,0,0.793,134.025
Better Than Love,Hurts,Happiness - Deluxe Edition,43,0.765,131.971
Maps,Maroon 5,V,0,0.713,120.032
Drive By,Train,California 37,82,0.837,122.028
Sugar (feat. Wynter),"Flo Rida, Wynter Gordon",R.O.O.T.S. (Route of Overcoming the Struggle),45,0.868,130.003
Cruel Summer,Ace of Base,Cruel Summer,47,0.842,109.966
The Edge Of Glory,Lady Gaga,Born This Way (International Special Edition Version),72,0.768,127.952
Dirty Creature,Split Enz,Time And Tide,39,0.851,108.192
Sally Go Round The Roses,The Jaynetts,Sally Go 'Round The Roses - The Very Best Of The Jaynetts,34,0.453,146.6
How Long,Charlie Puth,How Long,0,0.581,110.008
Fuck It (I Don't Want You Back),Eamon,Fuck It (I Don't Want You Back),53,0.623,68.49
Rockin' Robin,The Henchmen,Rockin' Robin,4,0.953,151.613
Hey There Lonely Girl,Shaun Cassidy,Shaun Cassidy,22,0.328,73.444
"Gypsys, Tramps & Thieves",Cher,"Gypsys, Tramps & Thieves",60,0.677,170.879
Gitarzan,Ray Stevens,Greatest Hits - Original Recordings,29,0.804,93.83
Dear Life,Delta Goodrem,Wings of the Wild,41,0.66,93.981
Your Woman,White Town,Women In Technology,70,0.605,102.642
Rope,Foo Fighters,Wasting Light,63,0.728,138.19
I Send A Message,INXS,The Swing (Remastered),0,0.508,136.439
Our Lips Are Sealed,The Go-Go's,Return To The Valley Of The Go-Go's,47,0.819,131.223
Don't Leave Me This Way (with Sarah Jane Morris),"The Communards, Sarah Jane Morris",Communards,0,0.915,131.942
Leave Out All The Rest,Linkin Park,Minutes to Midnight,74,0.629,80.012
Children,Robert Miles,Children (Dance Vault Mixes),74,0.755,137.064
Never Miss Your Water,Diesel,The Lobbyist,45,0.578,105.072
Mountain,Chocolate Starfish,6 Pack Of Hits,0,0.795,151.201
Damn I Wish I Was Your Lover,Sophie B. Hawkins,The Best Of Sophie B. Hawkins,52,0.806,95.188
By My Side,INXS,The Very Best,0,0.478,92.991
Am I Ever Gonna See Your Face Again,The Angels,Their Finest Hour...And Then Some (Alberts Classic Series),60,0.925,167.463
Getaway Car,Taylor Swift,reputation,0,0.689,172.054
Crash And Burn,Savage Garden,Affirmation,0,0.606,102.024
Don't Tell Me,Madonna,Celebration (double disc version),40,0.696,100.124
Godzilla (feat. Juice WRLD),"Eminem, Juice WRLD",Music To Be Murdered By,85,0.745,165.995
Close,"Nick Jonas, Tove Lo",Last Year Was Complicated,52,0.623,123.999
Leave a Light On,Tom Walker,Leave a Light On,75,0.624,68.976
"Someday, Someday - Single Version",Thirsty Merc,"Someday, Someday",47,0.56,91.967
Wonderful World,Sam Cooke,21 Love Songs,34,0.554,128.529
We Are Family - 1995 Remaster,Sister Sledge,We Are Family (1995 Remaster),74,0.893,118.738
Never Meant to Fail,Alex Lloyd,Alex Lloyd,30,0.765,93.971
One Thing,Alicia Keys,Girl On Fire,32,0.501,83.005
People Got to Be Free,The Rascals,Freedom Suite,44,0.696,126.019
Hey There Delilah,Plain White T's,Hey There Delilah,0,0.28,105.087
I Say a Little Prayer,Aretha Franklin,The Queen Of Soul,47,0.419,133.205
Stuck In The Middle With You,Stealers Wheel,Stealers Wheel,82,0.575,123.765
Anna Sun,WALK THE MOON,Walk The Moon (Expanded Edition),45,0.861,139.976
All My Life - Radio Edit,K-Ci & JoJo,It's Real,0,0.546,128.015
Problem,"Ariana Grande, Iggy Azalea",My Everything (Deluxe),0,0.805,103.009
Delta Dawn,Helen Reddy,Helen Reddy's Greatest Hits (And More),35,0.659,78.729
Not Fair,Lily Allen,"It's Not Me, It's You (Special Edition)",65,0.806,121.488
Comedown,Bush,Sixteen Stone,0,0.734,139.67
Good Time Baby,Bobby Rydell,Cameo Parkway - The Best Of Bobby Rydell (Original Hit Recordings),0,0.844,168.78
Walk Like a Man,Frankie Valli & The Four Seasons,Big Girls Don't Cry and 12 Other Hits,62,0.64,117.884
Eternal Flame - Remastered,Human Nature,Here And Now - The Best Of Human Nature,28,0.613,78.252
Ring My Bell,Collette,Raze the Roof,19,0.65,127.711
Bang a Gong (Get It On) - 2003 Remaster,T. Rex,Electric Warrior [Expanded & Remastered],67,0.818,125.814
WITHOUT YOU (with Miley Cyrus),"The Kid LAROI, Miley Cyrus",WITHOUT YOU (with Miley Cyrus),42,0.465,93.109
Praise The Lord (Da Shine) (feat. Skepta),"A$AP Rocky, Skepta",TESTING,86,0.569,80.015
Lips Of An Angel,Hinder,Extreme Behavior,75,0.736,129.084
Lost In Japan - Remix,"Shawn Mendes, Zedd",Lost In Japan (Remix),63,0.855,107.184
Never Say Never,The Fray,The Fray,70,0.492,160.139
Not Fair,Lily Allen,"It's Not Me, It's You",31,0.864,121.474
Everytime,Britney Spears,In The Zone,69,0.284,109.599
Dynamite,BTS,Dynamite (DayTime Version),4,0.765,114.044
Gotcha,Jessica Mauboy,Gotcha,19,0.732,161.001
How Bizarre,OMC,How Bizarre,0,0.675,124.908
I'm All Yours,"Jay Sean, Pitbull",I'm All Yours,49,0.891,128.028
Picking Up Pebbles,Matt Flinders,The Best of Matt Flinders,0,0.376,68.954
Automatic Lover (Call For Love),Real McCoy,Another Night,52,0.935,132.993
Free,Mýa,Fear Of Flying,34,0.781,108.01
Nothin' But A Good Time - Remastered 2006,Poison,Nothing But A Good Time,54,0.973,129.073
Chain Gang,Sam Cooke,Swing Low,58,0.724,131.821
Push It,Salt-N-Pepa,"Hot, Cool & Vicious",0,0.594,127.226
Jump Around,House Of Pain,House Of Pain,0,0.71,106.894
Dear Lady Twist,Gary U.S. Bonds,Twist Up Calypso,0,0.953,138.442
Fat Bottomed Girls - Remastered 2011,Queen,Jazz (Deluxe Remastered Version),70,0.684,88.772
Bootylicious,Destiny's Child,Survivor,68,0.835,103.376
The Tears Of A Clown,Smokey Robinson & The Miracles,Make It Happen,61,0.607,128.365
As I Lay Me Down,Sophie B. Hawkins,Whaler,59,0.737,82.999
The One I Love - Remastered 2012,R.E.M.,Document - 25th Anniversary Edition,71,0.84,127.862
All You Need Is Love - Remastered 2009,The Beatles,Magical Mystery Tour (Remastered),68,0.48,103.436
I Found Someone,Cher,Cher,57,0.604,102.839
I Like That,"Houston, Chingy, Nate Dogg, I-20",It's Already Written,62,0.502,106.997
Your Loss I'm Found,Jessie J,Sweet Talker (Deluxe Version),0,0.744,126.032
Ready 2 Go,"Martin Solveig, Kele",Smash,24,0.866,128.062
Don't Cry Daddy,Elvis Presley,From Elvis in Memphis,56,0.196,85.776
Don't Start Now - Dom Dolla Remix,"Dua Lipa, Dom Dolla",Don't Start Now (Remixes),51,0.897,123.999
abcdefu,GAYLE,abcdefu,84,0.54,121.932
Hole in My Heart,Cyndi Lauper,True Colors: The Best Of Cyndi Lauper,34,0.949,167.768
Coming Up - 2011 Remaster,Paul McCartney,McCartney II,36,0.767,128.93
"All For Love - From ""The Three Musketeers"" Soundtrack","Bryan Adams, Sting, Rod Stewart",The Best Of Me,0,0.573,74.806
I Won't Back Down,Tom Petty,Full Moon Fever,80,0.476,114.02
Stupid Girl,Garbage,Garbage,0,0.721,119.961
Call My Name,Cheryl,A Million Lights (Deluxe Version),58,0.94,128.005
Blinding Lights,The Weeknd,After Hours,93,0.73,171.005
Volare,Bobby Rydell,Home in Your Arms,0,0.661,129.615
Under Cover of Darkness,The Strokes,Angles,71,0.775,199.866
Lay Me Down,"Sam Smith, John Legend",In The Lonely Hour (Drowning Shadows Edition),0,0.205,125.343
Flip,Daddy Cool,Daddy Who? Daddy Cool (40th Anniversary Edition),11,0.819,90.695
Wild Wild Love (feat. G.R.L.),"Pitbull, G.R.L.",Wild Wild Love (feat. G.R.L.),47,0.732,120.06
Breakfast At Tiffany's,Deep Blue Something,Home,75,0.829,110.367
TALK ME DOWN,Troye Sivan,Blue Neighbourhood (Deluxe),56,0.781,173.688
King,Years & Years,King,0,0.864,119.964
I Don't Want to Talk About It - 2008 Remaster,Rod Stewart,Atlantic Crossing,70,0.373,135.193
You're Moving out Today,Carole Bayer Sager,Carole Bayer Sager,42,0.557,112.893
Stay,"Eternal, P Jervier, Steve Jervier, Wales",Stay: The Essential Eternal Collection,21,0.727,98.528
I Should Have Known Better - Remastered 2009,The Beatles,A Hard Day's Night (Remastered),59,0.444,130.704
Ugly Heart,G.R.L.,G.R.L.,67,0.786,124.96
Feelin' Alright,E.Y.C.,Express Yourself Clearly (U.S. Version),16,0.81,111.484
